"store_id","title","description","price","stock_quantity","status","rating","ai_match_score"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] Anker 737 Power Bank (PowerCore 24K)","Ultra-high capacity power bank with 140W fast charging. Features a smart digital display.","12999","60","ACTIVE","4.7","92"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] DJI Osmo Pocket 3","Pocket-sized gimbal camera featuring a powerful 1-inch CMOS sensor. 4K/120fps recording, active track 6.0.","45900","96","ACTIVE","4.7","92"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] iPad Pro 12.9-inch M2","Astonishing performance. Incredibly advanced displays. Superfast wireless connectivity. Next-generation Apple Pencil features.","90000","47","ACTIVE","4.5","95"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] iPhone 15 Pro Max 512GB","Titanium design, A17 Pro chip, customisable Action button, and the most powerful iPhone camera system ever.","118000","19","ACTIVE","4.5","95"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] Keychron K2 Mechanical Keyboard","A 75% layout wireless mechanical keyboard with hot-swappable options, RGB backlighting, and Gateron switches.","8999","84","ACTIVE","4.7","92"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] Logitech MX Master 3S Mouse","An iconic ergonomic mouse remastered. Quiet clicks, electromagnetic scroll wheel, 8K DPI sensor.","10995","74","ACTIVE","4.7","92"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] MacBook Pro 16 M3 Max","The most advanced MacBook Pro yet. M3 Max chip, 36GB Unified Memory, 1TB SSD. Liquid Retina XDR display.","195000","43","ACTIVE","4.5","95"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] RTX 4090 Founders Edition","The ultimate GeForce GPU. It brings an enormous leap in performance, efficiency, and AI-powered graphics.","162000","39","ACTIVE","4.5","95"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] Samsung T7 Portable SSD 2TB","Superfast external storage with read speeds up to 1050MB/s. Shock-resistant design.","15999","55","ACTIVE","4.7","92"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] Sony PlayStation 5 Pro","Experience the next level of gaming with the PlayStation 5 Pro. Features advanced ray tracing, 4K gaming, and ultra-high-speed SSD.","52000","12","ACTIVE","4.5","95"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] Sony WH-1000XM5 ANC Headphones","Industry leading noise-canceling headphones with auto-NC optimizer, crystal clear hands-free calling.","24500","25","ACTIVE","4.5","95"
"fbde02bf-8a05-4390-ba65-ff5507872631","[Simulated] Xiaomi Smart Projector 2","Portable projector supporting up to 120-inch screen size. Full HD resolution, auto-focus, and Android TV.","39999","51","ACTIVE","4.7","92"
"fbde02bf-8a05-4390-ba65-ff5507872631","Aashirvaad Whole Wheat Atta 5kg","[Aashirvaad] High-quality whole wheat flour for soft and nutritious chapatis.","299","69","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Accu-Chek Active Glucometer","[Accu-Chek] Reliable blood sugar monitoring device with fast results.","1299","50","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Acer Predator Helios Neo 16","[Acer] High-performance gaming laptop designed for competitive gamers.","139999","39","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Adidas Essentials Track Pants","[Adidas] Comfortable track pants suitable for training and casual wear.","2499","98","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Adidas Grand Court Women","[Adidas] Classic lifestyle sneakers inspired by tennis heritage.","5499","75","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Adidas Samba OG","[Adidas] Retro-inspired sneaker with classic design and durable leather upper.","10999","85","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Adidas Ultraboost 5","[Adidas] Premium running shoes with responsive Boost cushioning and superior comfort.","18999","59","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Adjustable Dumbbell Set","[Domyos] Versatile weight training set suitable for home workouts and strength building.","5999","48","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Adjustable Hand Gripper","[Boldfit] Hand strength trainer with adjustable resistance levels.","299","66","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Allen Solly Formal Shirt","[Allen Solly] Elegant formal shirt suitable for office and business occasions.","1499","66","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Amazon Echo Dot 5th Gen","[Amazon] Compact smart speaker powered by Alexa voice assistant.","5499","99","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Amazon Kindle Paperwhite","[Amazon] E-reader with glare-free display and weeks of battery life.","14999","75","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","American Tourister Backpack","[American Tourister] Spacious backpack designed for daily commuting and travel.","1999","91","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Amul Butter 500g","[Amul] Creamy and delicious butter suitable for bread, cooking, and baking.","285","44","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Amul Pure Ghee 1L","[Amul] Rich and aromatic pure cow ghee for cooking and traditional recipes.","699","50","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Anker 737 Power Bank","[Anker] High-capacity power bank supporting fast charging technology.","11999","23","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Apollo Pharmacy First Aid Kit","[Apollo] Comprehensive first aid kit containing essential medical supplies.","599","80","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Apple AirPods Pro 2","[Apple] Premium wireless earbuds with adaptive noise cancellation.","24900","45","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Apple iPhone 16 128GB","[Apple] Latest iPhone with improved battery life, powerful processor, and advanced photography features.","79900","67","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Apple iPhone 16 Pro 256GB","[Apple] Premium flagship smartphone featuring an advanced camera system, powerful performance, and titanium design.","129900","95","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Apple TV 4K","[Apple] Streaming device delivering premium entertainment experience.","14900","70","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Apple Watch Series 10","[Apple] Advanced smartwatch featuring health tracking and fitness monitoring.","46900","15","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Apsara Platinum Pencil Pack","[Apsara] Premium pencils offering smooth writing and durable lead quality.","60","43","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Aqualogica Glow Sunscreen","[Aqualogica] Lightweight sunscreen with hydration benefits.","449","86","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Armani Acqua di Gio","[Giorgio Armani] Fresh aquatic fragrance inspired by the Mediterranean sea.","8499","66","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","ASUS ROG Ally X","[ASUS] Portable gaming handheld powered by Windows gaming ecosystem.","79999","35","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","ASUS ROG Strix G16","[ASUS] Gaming laptop equipped with powerful graphics and advanced cooling system.","149999","28","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Atomic Habits","[James Clear] A practical guide to building good habits and breaking bad ones through small daily improvements.","499","22","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Aurelia Straight Kurta Palazzo Set","[Aurelia] Elegant straight-cut kurta paired with matching palazzo pants.","2499","40","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Bajaj Electric Kettle 1.7L","[Bajaj] Fast boiling electric kettle with automatic shut-off feature.","1499","95","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Band-Aid Adhesive Bandages","[Band-Aid] Sterile adhesive bandages for minor cuts and wounds.","120","26","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Beardo Activated Charcoal Face Wash","[Beardo] Charcoal-based face wash for deep cleansing.","299","85","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Belkin 3-in-1 Wireless Charger","[Belkin] Wireless charging station for smartphone, watch, and earbuds.","9999","76","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Bella Vita Luxury CEO Man","[Bella Vita] Affordable premium fragrance with fresh and woody notes.","699","39","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Bella Vita Luxury Perfume","[Bella Vita] Premium fragrance with sophisticated aroma.","499","96","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Bella Vita Luxury Senorita","[Bella Vita] Elegant floral-fruity fragrance designed for women.","699","40","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Biba Anarkali Suit Set","[Biba] Elegant Anarkali suit set with matching dupatta, ideal for festive occasions.","3499","99","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Biba Floral Printed Salwar Suit","[Biba] Floral ethnic suit crafted from breathable fabric for all-day comfort.","2199","23","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Biba Printed Kurti","[Biba] Traditional printed kurti suitable for casual and festive wear.","1799","45","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Biotique Bio Morning Nectar Moisturizer","[Biotique] Hydrating moisturizer suitable for all skin types.","275","39","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Bisleri Mineral Water 2L","[Bisleri] Safe and purified drinking water enriched with essential minerals.","30","48","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Bleu de Chanel Eau de Parfum","[Chanel] Sophisticated fragrance combining citrus freshness and woody elegance.","12499","86","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Boat Airdopes 141","[boAt] Affordable true wireless earbuds with long battery backup.","1299","81","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Bombay Shaving Company Beard Oil","[Bombay Shaving Company] Beard oil that softens and nourishes facial hair.","299","82","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Bru Instant Coffee 200g","[Bru] Rich and aromatic instant coffee for a refreshing start to your day.","399","38","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Butterfly Mixer Grinder 750W","[Butterfly] Powerful mixer grinder for grinding, blending, and food preparation.","3499","48","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Cadbury Dairy Milk Silk 150g","[Cadbury] Smooth and creamy milk chocolate crafted for indulgent moments.","175","78","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Calvin Klein CK One","[Calvin Klein] Iconic unisex fragrance with citrus and green tea notes.","2999","57","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Camel Sketch Book","[Camel] Artist-quality sketchbook with thick pages for drawing and sketching.","199","66","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Can't Hurt Me","[David Goggins] Memoir and self-help book about mental toughness and resilience.","699","96","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Canon EOS R50","[Canon] Mirrorless camera ideal for photography and content creation.","72999","95","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Casio FX-991ES Plus Calculator","[Casio] Scientific calculator widely used by engineering and science students.","1195","25","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Cello Plastic Storage Container Set","[Cello] Food-grade airtight containers for kitchen organization.","599","57","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Cetaphil Gentle Skin Cleanser","[Cetaphil] Dermatologist-recommended cleanser suitable for sensitive skin.","599","93","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Chanel Coco Mademoiselle","[Chanel] Elegant women's fragrance with citrus and patchouli accords.","13999","92","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Chromecast with Google TV","[Google] Streaming device with smart content recommendations.","6499","32","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Classmate Long Notebook","[Classmate] High-quality ruled notebook suitable for students and professionals.","85","52","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Coca-Cola 2L","[Coca-Cola] Refreshing carbonated soft drink enjoyed worldwide.","95","13","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Colgate Total Toothpaste","[Colgate] Advanced cavity protection toothpaste.","120","27","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Cosco Volleyball","[Cosco] High-quality volleyball suitable for indoor and outdoor gameplay.","799","55","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Creed Aventus","[Creed] Luxury fragrance featuring pineapple, birch, and musk accords.","28999","48","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Crocs Classic Clog","[Crocs] Comfortable and lightweight clogs suitable for everyday wear.","3995","10","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Cult 11-in-1 Fitness Kit","[Cult] Complete fitness accessory kit for home workouts and resistance training.","595","87","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dabur Chyawanprash 1kg","[Dabur] Traditional Ayurvedic formulation for immunity and overall wellness.","399","71","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Davidoff Cool Water","[Davidoff] Classic aquatic fragrance known for freshness and versatility.","3499","84","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Decathlon Skipping Rope","[Domyos] Adjustable skipping rope designed for cardio workouts and fitness training.","299","25","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Deep Work","[Cal Newport] Strategies for focused success in a distracted world.","550","90","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dell XPS 13","[Dell] Premium ultrabook featuring stunning display and excellent battery life.","129999","76","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dettol Antiseptic Liquid","[Dettol] Trusted antiseptic solution for first aid and personal hygiene.","185","66","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dior Sauvage Eau de Parfum","[Dior] Fresh and spicy men's fragrance with bergamot, pepper, and woody notes.","10999","25","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","DJI Mini 4 Pro","[DJI] Compact drone with advanced aerial photography capabilities.","89999","96","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Do Epic Shit","[Ankur Warikoo] Life lessons on career, money, relationships, and personal growth.","399","59","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Doms Geometry Box","[Doms] Complete geometry set containing compass, ruler, divider, and protractor.","149","10","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dove Deep Moisture Body Wash","[Dove] Body wash that nourishes and hydrates skin deeply.","349","68","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dove Intense Repair Shampoo","[Dove] Nourishing shampoo for damaged and weak hair.","349","53","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dr Ortho Pain Relief Oil","[Dr Ortho] Ayurvedic oil formulated for muscle and joint pain relief.","299","19","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dr Trust Infrared Thermometer","[Dr Trust] Non-contact infrared thermometer for quick and accurate temperature readings.","1499","59","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dr. Morepen Blood Pressure Monitor BP02","[Dr. Morepen] Automatic digital blood pressure monitor with accurate readings and easy-to-read display.","1499","84","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dr. Morepen GlucoOne Glucometer","[Dr. Morepen] Compact blood glucose monitoring system for diabetic patients.","799","49","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dyson V12 Detect Slim","[Dyson] Cordless vacuum cleaner with laser dust detection technology.","52900","43","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Dyson V12 Detect Slim Vacuum Cleaner","[Dyson] Cordless vacuum cleaner with laser dust detection technology.","52900","88","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Elgato HD60 X Capture Card","[Elgato] Professional capture card for streaming and recording gameplay.","17999","20","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Elgato Stream Deck MK2","[Elgato] Customizable control panel for creators and streamers.","14990","46","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Elgato Stream Deck MK2","[Elgato] Customizable controller designed for streamers and content creators.","14990","85","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Engage Amber Hues Perfume","[Engage] Refreshing fragrance with warm amber undertones.","399","45","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Engage Perfume Spray","[Engage] Refreshing fragrance suitable for daily use.","249","58","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Ensure Nutrition Powder Vanilla 1kg","[Ensure] Balanced nutritional supplement supporting overall health and wellness.","999","34","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Eureka Forbes Aquaguard Aura","[Aquaguard] Advanced water purifier with multi-stage purification technology.","14999","73","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Faber-Castell Colour Pencils","[Faber-Castell] Set of vibrant colour pencils for drawing and creative projects.","299","88","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","FabIndia Cotton Saree","[FabIndia] Traditional cotton saree crafted with premium fabric and elegant patterns.","3299","97","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Fitkit FT100 Treadmill","[Fitkit] Motorized treadmill featuring multiple workout programs and incline settings.","21999","79","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Flamingo Cervical Collar","[Flamingo] Soft neck support collar for pain relief and posture support.","349","32","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Fogg Impressio Perfume","[Fogg] Long-lasting fragrance suitable for daily wear.","499","19","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Fogg Scent Perfume","[Fogg] Long-lasting fragrance for all-day freshness.","399","76","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Foldable Gym Bench","[Domyos] Heavy-duty workout bench designed for weight training routines.","7999","41","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Forest Essentials Facial Cleanser","[Forest Essentials] Luxury Ayurvedic cleanser enriched with natural ingredients.","975","14","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Fortune Sunlite Refined Oil 5L","[Fortune] Light and healthy refined sunflower oil suitable for daily cooking.","899","45","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Fossil Grant Chronograph Watch","[Fossil] Elegant chronograph watch featuring a premium leather strap.","8995","85","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Fossil Jacqueline Women's Watch","[Fossil] Premium analog watch featuring a sophisticated and elegant design.","10995","49","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Garmin Forerunner 265","[Garmin] GPS running smartwatch built for athletes and fitness enthusiasts.","44990","73","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Gillette Fusion Razor","[Gillette] Precision razor for a smooth shaving experience.","499","41","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Global Desi Boho Maxi Dress","[Global Desi] Bohemian-style maxi dress featuring vibrant prints and flowing silhouette.","2699","77","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Godrej Single Door Refrigerator 180L","[Godrej] Energy-efficient refrigerator suitable for small families.","16990","86","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Google Nest Mini","[Google] Smart speaker with Google Assistant and voice control.","4499","72","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Google Pixel 9 Pro","[Google] AI-powered smartphone with exceptional photography and pure Android experience.","109999","22","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","GoPro HERO13 Black","[GoPro] Rugged action camera for adventure and outdoor activities.","44990","61","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Gucci Bloom","[Gucci] Rich floral fragrance inspired by a blooming garden.","11999","85","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","H&M Floral Summer Dress","[H&M] Lightweight floral dress designed for casual summer outings.","2299","43","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","H&M Hoodie","[H&M] Soft cotton-blend hoodie ideal for everyday comfort.","1999","90","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","H&M Oversized Hoodie","[H&M] Comfortable oversized hoodie crafted from soft cotton blend fabric.","2499","47","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Himalaya Neem Face Wash","[Himalaya] Neem-based face wash that helps prevent acne and pimples.","199","44","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Home Centre LED Table Lamp","[Home Centre] Modern LED lamp ideal for study tables and workspaces.","999","12","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Horlicks Health Drink 1kg","[Horlicks] Nutritional malt-based health drink enriched with vitamins and minerals.","549","39","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","HP Spectre x360","[HP] Convertible laptop with touchscreen and premium craftsmanship.","139999","77","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Hugo Boss Bottled","[Hugo Boss] Warm and spicy fragrance with apple, cinnamon, and sandalwood.","5999","82","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","HyperX Cloud III","[HyperX] Gaming headset delivering immersive sound and comfort.","8999","72","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","IFB Front Load Washing Machine 8kg","[IFB] Fully automatic washing machine with advanced fabric care features.","34999","98","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","IKEA LACK Coffee Table","[IKEA] Minimalist coffee table suitable for modern living rooms.","2999","46","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Ikigai","[Hector Garcia] Japanese philosophy book exploring the secret to a long and happy life.","399","33","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","India Gate Basmati Rice 5kg","[India Gate] Premium aged basmati rice with long grains and rich aroma, perfect for biryani and pulao.","699","12","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Indulekha Bringha Hair Oil","[Indulekha] Ayurvedic hair oil for reducing hair fall.","432","90","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","iPad Air M3","[Apple] Powerful tablet designed for creativity, productivity, and entertainment.","59900","48","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Jack & Jones Denim Jacket","[Jack & Jones] Stylish denim jacket perfect for casual layering.","3499","78","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","JBL Tune 770NC","[JBL] Wireless headphones with active noise cancellation and powerful bass.","8999","72","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Kama Ayurveda Rose Water","[Kama Ayurveda] Pure rose water toner for refreshing and hydrating skin.","450","28","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Kellogg's Corn Flakes 875g","[Kellogg's] Crunchy breakfast cereal enriched with essential vitamins and minerals.","399","90","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Kent Grand Water Purifier","[Kent] RO+UV+UF water purifier ensuring safe and clean drinking water.","16999","49","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Kookaburra Cricket Ball","[Kookaburra] Professional-grade cricket ball with excellent durability.","699","56","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","L'Oreal Paris Revitalift Serum","[L'Oreal] Anti-aging serum with hyaluronic acid for youthful skin.","899","59","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","L'Oreal Total Repair Shampoo","[L'Oreal] Repairs damaged hair and strengthens hair fibers.","399","12","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Lakme 9to5 Lipstick","[Lakme] Matte lipstick with long-lasting color payoff.","550","71","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Lakme 9to5 Primer + Matte Foundation","[Lakme] Long-lasting matte foundation with built-in primer.","549","78","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Lakme Absolute Perfect Radiance Face Wash","[Lakme] Brightening face wash enriched with micro-crystals for glowing skin.","249","41","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Lakme Eyeconic Kajal","[Lakme] Smudge-proof kajal with long-lasting wear.","199","22","ACTIVE","0","0"
"fbde02bf-8a05-4390-ba65-ff5507872631","Lakme Sun Expert SPF 50 Sunscreen","[Lakme] Broad-spectrum sunscreen providing UV protection.","399","94","ACTIVE","0","0"
